,about,category,datePublished,description,image,name,provider,url
64,,,2018-04-20T18:59:00.0000000Z,"For much of the month, 14 members of the oil cartel OPEC ... Petroleum Reserves - a mechanism available to him - to lower the oil price. With the country awash with oil, it'll make little sense or have many takers. What he might do with the Iran nuclear ...",,Angry Tweets Will Not Trump OPEC's $100 Pipe Dream But Oil Market Fundamentals Might,"[{'_type': 'Organization', 'name': 'Forbes', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_f798ef715781699feff0f3ea5f101626&pid=news'}}}]",https://www.forbes.com/sites/gauravsharma/2018/04/20/opecs-100-pipe-dream-will-be-trumped-by-oil-market-fundamentals-and-not-angry-tweets/
65,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/502b5268-992d-26c9-a0d8-6f206338406e', 'name': 'Iran'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/5fcc3d97-0cf2-94e5-6dad-cd70e387bd69', 'name': 'China'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a1fef295-b09b-bc52-5ef7-1bfc1389ea0c', 'name': 'Sanctions'}]",,2018-10-09T16:51:00.0000000Z,"Iran, the third-largest producer in the Organization of Petroleum Exporting Countries (OPEC), is finding fewer ... The very large crude carrier Dune, operated by National Iranian Tanker Co, offloaded oil into a bonded storage site at the Xingang section ...",,Iranian Supertanker Offloads Oil at Storage Facility in China Ahead of U.S. Sanctions,"[{'_type': 'Organization', 'name': 'gCaptain', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_35051d79a65e026e7de8ac7e2098f317&pid=news'}}}]",https://gcaptain.com/iranian-tanker-discharges-oil-into-storage-in-china-ahead-of-u-s-sanctions/
66,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/370ed614-32e1-4326-a356-dc0a7dd56aaa', 'name': 'Canada'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ddb7c000-f710-87a0-dfc6-763c39ac30ee', 'name': 'World'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/c5c81a72-e5ba-35e0-c7b7-989168637634', 'name': 'Energy'}]",,2019-07-12T13:46:00.0000000Z,"The last hope of having a cross-country pipe was squashed in 2017 with the shelving of the ... Operated by Enbridge, Line 5 has a capacity of 540,000 barrels of day of crude oil and natural gas liquids. It’s a vital source of supply for the Sarnia ...",,"Canada, the fourth biggest oil nation, may be the world’s least energy secure","[{'_type': 'Organization', 'name': 'Calgary Herald', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_959bbcd0889753016b85797026d6152a&pid=news'}}}]",https://calgaryherald.com/commodities/energy/canada-the-fourth-biggest-oil-nation-may-be-the-worlds-least-energy-secure/wcm/b9b8c785-4532-4317-94b5-907a96cc33d5
67,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/bc89d6dd-7784-36e6-bbfa-e56e02864aec', 'name': 'Stockpile'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d0270677-9e09-fed6-0693-0ca81df65388', 'name': 'OPEC'}]",,2019-06-20T01:05:00.0000000Z,"Oil prices rose over 1 percent on Thursday as official data showed U.S. crude stocks fell more than expected and as OPEC and other ... after last week's tanker attacks, which boosted oil prices. Fears of a confrontation between Iran and the United States ...",,"Oil prices rise as US stockpiles drop, OPEC agrees meeting date","[{'_type': 'Organization', 'name': 'Channel NewsAsia Singapore', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_1328540d85845124169355096c58f008&pid=news'}}}]",https://www.channelnewsasia.com/news/business/oil-prices-rise-as-us-stockpiles-drop--opec-agrees-meeting-date-11643506
68,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a1fef295-b09b-bc52-5ef7-1bfc1389ea0c', 'name': 'Sanctions'}]",,2018-10-18T16:47:00.0000000Z,"A total of 22 million barrels of Iranian crude oil loaded on supertankers owned by the National Iranian Tanker Co ... to January 2015. Iran, the third-largest producer in the Organisation of the Petroleum Exporting Countries (OPEC), is finding fewer ...",,"With few buyers, Iranian oil fleet heads to China ahead of US sanctions","[{'_type': 'Organization', 'name': 'ET Auto.com'}]",https://auto.economictimes.indiatimes.com/news/oil-and-lubes/with-few-buyers-iranian-oil-fleet-heads-to-china-ahead-of-us-sanctions/66274380
69,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/bc89d6dd-7784-36e6-bbfa-e56e02864aec', 'name': 'Stockpile'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d0270677-9e09-fed6-0693-0ca81df65388', 'name': 'OPEC'}]",,2019-06-20T03:05:00.0000000Z,"Reuters | June 20, 2019, 08:25 IST TOKYO: Oil prices rose over 1 percent on Thursday as official data showed U.S. crude stocks fell more than expected and as OPEC ... week's tanker attacks, which boosted oil prices. Fears of a confrontation between Iran ...",,"Oil prices rise as US stockpiles drop, OPEC agrees meeting date","[{'_type': 'Organization', 'name': 'ET Auto.com'}]",https://auto.economictimes.indiatimes.com/news/oil-and-lubes/oil-prices-rise-as-us-stockpiles-drop-opec-agrees-meeting-date/69867856
70,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/502b5268-992d-26c9-a0d8-6f206338406e', 'name': 'Iran'}]",,2019-07-05T03:54:00.0000000Z,"NEW YORK (Reuters) - Oil futures rose on Friday as tensions over Iran and an extension to output cuts by OPEC and its allies boosted prices, but mixed economic data limited the rally. Brent crude futures ... seized an Iranian tanker in Gibraltar over ...",,"Oil prices rise on Iran tensions, OPEC output cuts","[{'_type': 'Organization', 'name': 'The Guardian', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_3ce978d3871b4fd947e922ad6a984aee&pid=news'}}}]",https://www.theguardian.pe.ca/business/crude-oil-prices-fall-1-on-fears-for-global-economy-329877/
71,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/f6b4157d-8466-3010-b230-8e726b545851', 'name': 'Shoot'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/502b5268-992d-26c9-a0d8-6f206338406e', 'name': 'Iran'}]",,2019-06-20T14:47:00.0000000Z,"Oil rose more than 5% Thursday after Iran shot down a U.S. military drone, raising fears of a military confrontation between Tehran and Washington. Load Error Expectations that the U.S. Federal Reserve ... group OPEC and its allies. U.S. crude stocks ...",,Oil prices spike after Iran shoots down US drone in Gulf,"[{'_type': 'Organization', 'name': 'MSN', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_0cfcddaa71cae000b74e3bf52bc84d78&pid=news'}}}]",https://www.msn.com/en-us/money/markets/oil-prices-spike-after-iran-shoots-down-us-drone-in-gulf/ar-AADa2Z5
72,,,2019-06-20T14:50:00.0000000Z,"Oil rose more than 5% Thursday after Iran shot down a U.S. military drone, raising fears of a military confrontation between Tehran and Washington. Expectations that the U.S. Federal Reserve ... producer group OPEC and its allies. U.S. crude stocks fell ...",,Oil prices spike after Iran shoots down US drone in Gulf,"[{'_type': 'Organization', 'name': 'MSN', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_0cfcddaa71cae000b74e3bf52bc84d78&pid=news'}}}]",http://www.msn.com/en-us/news/other/oil-prices-spike-after-iran-shoots-down-us-drone-in-gulf/ar-AADa2Z5
73,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/bc89d6dd-7784-36e6-bbfa-e56e02864aec', 'name': 'Stockpile'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d0270677-9e09-fed6-0693-0ca81df65388', 'name': 'OPEC'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}]",,2019-06-20T03:38:00.0000000Z,"Oil prices rose over 1 per cent on Thursday as official data showed US crude stocks fell more than expected and as OPEC and other ... after last week's tanker attacks, which boosted oil prices. Fears of a confrontation between Iran and the United States ...",,"Oil prices rise as US stockpiles drop, OPEC agrees meeting date","[{'_type': 'Organization', 'name': 'Business Line', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_be9c4fae38f7e79aab9c2139ed72c1eb&pid=news'}}}]",https://www.thehindubusinessline.com/markets/commodities/oil-prices-rise-as-us-stockpiles-drop-opec-agrees-meeting-date/article28082006.ece
74,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/672bc136-22f9-3750-0459-2fbd2340f892', 'name': 'Saudi Arabia'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}]",,2019-06-25T14:37:00.0000000Z,"The chief executive of Saudi Aramco, state oil firm of OPEC’s de ... climbed 5% and US crude surged almost 10%, its strongest week since 2016, after Iran shot down a US drone, adding to tensions stoked by previous attacks on oil tankers in the area.",,"Oil prices drop on demand worries, Saudi Arabia supply pledge","[{'_type': 'Organization', 'name': 'The Express Tribune', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_f34a538915ef6b766b3476a8ee84e32a&pid=news'}}}]",https://tribune.com.pk/story/2000032/2-oil-prices-drop-demand-worries-saudi-arabia-supply-pledge/
75,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/502b5268-992d-26c9-a0d8-6f206338406e', 'name': 'Iran'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/7c58267c-b73d-bdd3-40e5-9869f2162206', 'name': 'Shooting'}]",,2019-06-20T14:29:00.0000000Z,"Also supporting oil were expectations that the U.S. Federal Reserve could cut interest rates at its next meeting, stimulating growth in the world’s largest oil-consuming country, and a drop in U.S. crude ... for the tanker attacks. Iran denied any ...",,Oil prices rise amid report of Iran shooting down a U.S. drone,"[{'_type': 'Organization', 'name': 'ETF Daily News', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_a1c1f43cfbad0e1aa398ee59891e8dbf&pid=news'}}}]",https://etfdailynews.com/2019/06/20/oil-prices-rise-amid-report-of-iran-shooting-down-a-u-s-drone/
76,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ba4dcd59-7aaf-ab51-0b2c-3186cc75acdc', 'name': 'Middle East'}]",,2019-06-15T18:50:00.0000000Z,"A cantilevered inlet pipe ... more tankers just a month after similar incidents. Insurance costs from the Arabian Gulf are soaring. The US pointed the finger at Iran for the attacks just outside the Strait of Hormuz, a vital corridor for crude oil exports.",,War risk insurance spirals higher for Middle East oil tankers,"[{'_type': 'Organization', 'name': 'Gulf News', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_7a84cd3fd53fb401ee9620578131c275&pid=news'}}}]",https://gulfnews.com/business/energy/war-risk-insurance-spirals-higher-for-middle-east-oil-tankers-1.64625378
77,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ba4dcd59-7aaf-ab51-0b2c-3186cc75acdc', 'name': 'Middle East'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/1fed0e76-8502-b92b-c0eb-be89568314be', 'name': 'Rally'}]",,2019-06-20T07:45:00.0000000Z,"Oil ... Iran and the United States have mounted, with Washington blaming Tehran for the tanker attacks and Tehran denying any role. Oil prices had risen earlier in the day supported by signs of improving demand in the United States, an agreement between ...",,Crude oil prices rally amid escalating tensions in Middle East,"[{'_type': 'Organization', 'name': 'The Financial Express'}]",https://www.financialexpress.com/market/commodities/crude-oil-prices-rally-amid-escalating-tensions-in-middle-east/1613275/
78,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/4f379832-bf54-ebca-3358-4742a6c0b08a', 'name': 'Slowdown'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/5ffc654b-d60d-4e3e-e8aa-64710142f36d', 'name': 'Price'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/f63fbb04-7788-3709-3ea9-c5c8920edcf1', 'name': 'Oil'}]",,2018-12-25T02:54:00.0000000Z,Crude ... oil and stocks. A gauge of stocks worldwide hurtled toward an eighth straight decline on Monday as investors ignored the US Treasury secretary's actions to reinforce confidence in the economy and US President Donald Trump criticized the Federal ...,,Crude Oil Price Plunges 6% As Economic Slowdown Fears Grip Market,"[{'_type': 'Organization', 'name': 'NDTV', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_d1cb7e4fae367f2e7fe2eff72abcc1cc&pid=news'}}}]",https://www.ndtv.com/business/crude-oil-price-plunges-6-as-economic-slowdown-fears-grip-market-1967666
79,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/4d86c79b-7d58-979b-5e60-f3df5c1023e7', 'name': 'Persian Gulf'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/35fd5680-ec74-293a-28e4-0af5e829d6ee', 'name': 'Gulf of Oman'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/0581f529-a659-ac53-5b4d-b31af2c97854', 'name': 'Oil tanker'}]",,2019-06-15T11:32:00.0000000Z,"The latest attacks follow on from last month’s attacks on four tankers which the United States and Saudi Arabia blamed on Iran ... s crude oil supply is in the region and its surrounding coastal areas, as well as more than a third of the global reserve ...",,Who is Responsible for Attacking 2 Oil Tankers in The Gulf of Oman?,"[{'_type': 'Organization', 'name': 'Al Bawaba News', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_b6168df1a3ba597b5d544374d73a5d0a&pid=news'}}}]",https://www.albawaba.com/news/who-responsible-attacking-2-oil-tankers-gulf-oman-1291299
80,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/bc89d6dd-7784-36e6-bbfa-e56e02864aec', 'name': 'Stockpile'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/b7f7bd85-1ad0-4201-d37c-952337210b27', 'name': 'Supply'}]",,2019-06-26T18:40:00.0000000Z,"From Reuters: Oil prices rose on Wednesday, buoyed by an outage at a major refinery on the U.S. East Coast and industry data that showed U.S. crude stockpiles ... attacks on oil tankers just outside the Gulf in May and June on Iran, while Tehran has ...",,Oil prices rise following a fall in crude stockpiles supply,"[{'_type': 'Organization', 'name': 'ETF Daily News', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_a1c1f43cfbad0e1aa398ee59891e8dbf&pid=news'}}}]",https://etfdailynews.com/2019/06/26/oil-prices-rise-following-a-fall-in-crude-stockpiles-supply/
81,,,2018-12-13T00:00:00.0000000Z,"Bloomberg reported Iran’s Oil ... compared with October. OPEC’s November output was 33.03 million b/d, IEA said. Meanwhile, US crude oil inventories fell for the week ended Dec. 7. Supplies, excluding the Strategic Petroleum Reserve, decreased by ...",,MARKET WATCH: NYMEX crude oil drops on OPEC unity concerns,"[{'_type': 'Organization', 'name': 'Oil'}]",https://www.ogj.com/articles/2018/12/market-watch-nymex-crude-oil-drops-on-opec-unity-concerns.html
82,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/2cb53ba6-5f69-9623-f848-f152d6f30f0d', 'name': 'Trade'}]",,2018-10-12T19:03:00.0000000Z,"Our top play for that is Frontline Ltd. (FRO) , one of the largest crude oil ... non-OPEC countries increasing another 1.7 million barrels a day in 2019. In the future, the IEA sees that additional supply could potentially come from places like Iran ...",,"Frontline, the 100 Million Barrel-Per-Day Tanker Trade","[{'_type': 'Organization', 'name': 'TheStreet.com'}]",https://realmoney.thestreet.com/articles/10/12/2018/frontline-100-million-barrel-day-tanker-trade
83,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/502b5268-992d-26c9-a0d8-6f206338406e', 'name': 'Iran'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/5fcc3d97-0cf2-94e5-6dad-cd70e387bd69', 'name': 'China'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}]",,2018-10-18T15:39:00.0000000Z,"A total of 22 million barrels of Iranian crude oil loaded on supertankers owned by the National Iranian Tanker Co ... to January 2015. Iran, the third-largest producer in the Organisation of the Petroleum Exporting Countries (OPEC), is finding fewer ...",,"With Few Buyers, Iranian Oil Armada Heads to China Ahead of U.S. Sanctions","[{'_type': 'Organization', 'name': 'gCaptain', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_35051d79a65e026e7de8ac7e2098f317&pid=news'}}}]",https://gcaptain.com/with-few-buyers-iranian-oil-armada-heads-to-china-ahead-of-u-s-sanctions/
84,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d0270677-9e09-fed6-0693-0ca81df65388', 'name': 'OPEC'}]",,2019-06-18T13:28:00.0000000Z,“Crude remains vulnerable on falling demand expectations from trade uncertainty and OPEC’s inability to solidify ... confrontation as Saudi Arabia accuses Iran of complicity in attacks on the two oil tankers. Iran has denied culpability.,,Oil holds losses as OPEC uncertainty adds to weak US outlook,"[{'_type': 'Organization', 'name': 'Free Malaysia Today', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_11cd927155fdf87352cdfdeb137432ca&pid=news'}}}]",https://www.freemalaysiatoday.com/category/business/2019/06/18/oil-holds-losses-as-opec-uncertainty-adds-to-weak-us-outlook/
85,,,2017-04-01T00:00:00.0000000Z,"NEW DELHI (Reuters) - Indian state refiners will cut oil imports from Iran in ... in oversupply despite OPEC cuts, as OPEC cuts are mainly medium heavy sour,” said Ehsan ul Haq of KBC Energy Economics. Prices of light crude have fallen recently, thanks ...",,India to cut Iranian oil purchases in row over gas field,"[{'_type': 'Organization', 'name': 'Reuters'}]",https://in.reuters.com/article/india-oil-idINKBN1733JY
86,,,2018-08-20T06:07:00.0000000Z,"NEW YORK, Aug 20 (Reuters) - Oil ... tankers to skirt U.S. sanctions on ship insurers. The U.S. Department of Energy (DOE) is offering 11 million barrels of crude for sale from the nation’s Strategic Petroleum Reserve (SPR) ahead of the sanctions on Iran.",,"UPDATE 9-Oil gains on easing trade war concerns, sanctions on Iran","[{'_type': 'Organization', 'name': 'Reuters'}]",https://af.reuters.com/article/energyOilNews/idAFL3N1VB17H
87,,,2018-04-20T21:28:00.0000000Z,"Delegates at an OPEC/non-OPEC monitoring committee meeting in Jeddah, Saudi Arabia said oil prices were higher partially because of global political tensions, mentioning sanctions on Venezuela, threats to the Iran ... crude oil - about 15 percent of the ...",,"Trump Rails Against Oil Prices, OPEC Pushes Back","[{'_type': 'Organization', 'name': 'Marine Link', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_793fec7089f411f217a4ad835e0a79b0&pid=news'}}}]",https://www.marinelink.com/news/against-prices-pushes436632
88,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d0270677-9e09-fed6-0693-0ca81df65388', 'name': 'OPEC'}]",,2019-06-21T06:01:00.0000000Z,This is coming as crude ... for the tanker attacks but Iran had denied any role. Concern about slowing economic growth and a US-China trade dispute has pulled oil lower in recent weeks. Brent had reached a 2019 high of $75 in April. OPEC and allies ...,,"OPEC, NEITI Hail Kyari’s Appointment as NNPC Boss","[{'_type': 'Organization', 'name': 'This Day'}]",https://www.thisdaylive.com/index.php/2019/06/21/opec-neiti-hail-kyaris-appointment-as-nnpc-boss/
89,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/ddb7c000-f710-87a0-dfc6-763c39ac30ee', 'name': 'World'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/502b5268-992d-26c9-a0d8-6f206338406e', 'name': 'Iran'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/cc1954d6-b34b-21d6-818f-13f57dad0601', 'name': 'Dawn'}]",,2019-06-28T11:42:00.0000000Z,"taking an unprecedented step to increase pressure on Iran after Tehran's downing of an unmanned American drone last week. “We will sanction any imports of Iranian crude oil... There are right now no oil waivers in place,” Brian Hook said when asked ...",,"US will sanction 'illicit purchases' of Iranian crude oil, says special envoy","[{'_type': 'Organization', 'name': 'Dawn', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_77d931cd44019be71c3157316397b988&pid=news'}}}]",https://www.dawn.com/news/1490917
90,,,2018-06-09T18:25:00.0000000Z,"... oil cartel OPEC's second biggest producer with 153 billion barrels of proven crude reserves. ""The Baghdad left Basra on Friday night headed for the United States. It is the first time since 1991 that Iraq is running its own oil tankers,"" oil ministry ...",,First Iraq-flagged oil tanker in 3 decades leaves port,"[{'_type': 'Organization', 'name': 'France 24', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_93c545060728d2f60fd638cf202316b5&pid=news'}}}]",https://www.france24.com/en/20180609-first-iraq-flagged-oil-tanker-3-decades-leaves-port
91,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d994db44-6f7b-49c4-275a-8c00d1ae42c8', 'name': 'Looming'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/f63fbb04-7788-3709-3ea9-c5c8920edcf1', 'name': 'Oil'}]",,2019-03-25T13:25:00.0000000Z,The crude oil tanker ‘Devon’ sails towards Kharq Island ... with concerns recession could be looming outweighing supply disruptions from Opec’s production cutbacks and from US sanctions on Iran and Venezuela. Brent crude oil futures were at US$ ...,,Oil prices drop almost 1% on concerns recession may be looming,"[{'_type': 'Organization', 'name': 'Free Malaysia Today', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_11cd927155fdf87352cdfdeb137432ca&pid=news'}}}]",https://www.freemalaysiatoday.com/category/business/2019/03/25/oil-prices-drop-almost-1-on-concerns-recession-may-be-looming/
92,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/502b5268-992d-26c9-a0d8-6f206338406e', 'name': 'Iran'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/6dd1d7bd-393f-a467-12fa-e71f98cc00b9', 'name': 'Venezuela'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/52ad433c-e5bd-3afc-bc1a-5a9e8a9e9605', 'name': 'Slump'}]",,2018-06-11T08:51:00.0000000Z,"... boe of remaining oil and gas reserves, much of it heavy oil, is behind only Russia and the USA in global rankings. A decade ago, Venezuela’s output was 2.6 million b/d, third in OPEC behind Saudi Arabia and Iran. Today it’s eighth, after five years ...",,"Venezuela's Slump, Iran Sanctions, Oil prices","[{'_type': 'Organization', 'name': 'Forbes', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_f798ef715781699feff0f3ea5f101626&pid=news'}}}]",https://www.forbes.com/sites/woodmackenzie/2018/06/11/venezuelas-slump-iran-sanctions-oil-prices/
93,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/6dd1d7bd-393f-a467-12fa-e71f98cc00b9', 'name': 'Venezuela'}]",,2019-04-30T20:01:00.0000000Z,The crisis in Venezuela comes at a tricky time in the oil markets. Crude prices have surged in 2019 in response to deep supply cuts by OPEC and the Trump administration's crackdowns on two OPEC nations: Iran and ... has more oil reserves than any nation ...,,What the uprising in Venezuela means for oil prices,"[{'_type': 'Organization', 'name': 'Click2Houston', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_92b9bbb2b6276cbb5618fd67c6573fc9&pid=news'}}}]",https://www.click2houston.com/news/international/what-the-uprising-in-venezuela-means-for-oil-prices
94,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/7eb7c4d8-7a22-3212-d403-d883eb92fd67', 'name': 'Philippine Daily Inquirer'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/d0270677-9e09-fed6-0693-0ca81df65388', 'name': 'OPEC'}]",,2019-07-01T14:09:00.0000000Z,VIENNA — OPEC is deciding whether to extend its ... The cuts were aimed to put upward pressure on the price of oil and reduce oversupply. Tensions between the U.S. and Iran and attacks on tankers near the Strait of Hormuz have pushed up oil prices ...,,OPEC weighs extension of output cuts amid slackening demand,"[{'_type': 'Organization', 'name': 'Philippine Daily Inquirer'}]",https://business.inquirer.net/273711/opec-weighs-extension-of-output-cuts-amid-slackening-demand
95,"[{'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/adec2ef7-7683-0db4-160d-f9105507e8df', 'name': 'Americans'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/25e202db-9625-03e2-ec24-41ffcfdcc9c5', 'name': 'ADVISE'}, {'readLink': 'https://api.cognitive.microsoft.com/api/v7/entities/a3ce825b-444a-d683-cfcf-064bf89290ff', 'name': 'Oil'}]",,2019-03-17T04:09:00.0000000Z,"OPEC ... crude oil at Iran’s Kharg Island for what S&P Platts reported on Friday would apparently be the final shipment of Iranian oil to Japan before its six-month sanctions waiver from the US expires, IntelliNews reported on its website. Whether the ...",,Oil Market Tensions: “Americans talk a lot and I advise them to talk less”,"[{'_type': 'Organization', 'name': 'Iranian.com', 'image': {'thumbnail': {'contentUrl': 'https://www.bing.com/th?id=AR_c7e92d2550fd9f04a3e99c945ce58f56&pid=news'}}}]",https://iranian.com/2019/03/17/oil-market-tensions-americans-talk-a-lot-and-i-advise-them-to-talk-less/
